file,index,spike_time_s,spike_time_mmss,peak_x_noise_floor,interval_from_prev_s
260831_141640,59,652.00,10:52,113.5,19.00
260831_211335,1,65.00,1:05,59.3,
260831_211335,2,91.00,1:31,107.7,26.00
260831_211335,3,103.00,1:43,67.9,12.00
260831_211335,4,106.00,1:46,172.4,3.00
260831_211335,5,117.00,1:57,32.7,11.00
260831_211335,6,119.00,1:59,123.0,2.00
260831_211335,7,136.00,2:16,14.2,17.00
260831_211335,8,142.00,2:22,75.4,6.00
260831_211335,9,150.00,2:30,156.4,8.00
260831_211335,10,168.00,2:48,21.7,18.00
260831_211335,11,176.00,2:56,7.8,8.00
260831_211335,12,182.00,3:02,82.4,6.00
260831_211335,13,184.00,3:04,79.4,2.00
260831_211335,14,197.00,3:17,128.3,13.00
260831_211335,15,205.00,3:25,185.3,8.00
260831_211335,16,209.00,3:29,148.5,4.00
260831_211335,17,221.00,3:41,61.6,12.00
260831_211335,18,223.00,3:43,26.9,2.00
260831_211335,19,261.00,4:21,73.1,38.00
260831_211335,20,265.00,4:25,151.0,4.00
260831_211335,21,272.00,4:32,9.5,7.00
260831_211335,22,279.00,4:39,21.2,7.00
260831_211335,23,284.00,4:44,121.4,5.00
260831_211335,24,300.00,5:00,60.8,16.00
260831_211335,25,303.00,5:03,163.2,3.00
260831_211335,26,325.00,5:25,165.4,22.00
260831_211335,27,328.00,5:28,78.0,3.00
260831_211335,28,331.00,5:31,36.4,3.00
260831_211335,29,339.00,5:39,77.5,8.00
260831_211335,30,362.00,6:02,94.2,23.00
260831_211335,31,379.00,6:19,63.2,17.00
260831_211335,32,381.00,6:21,190.2,2.00
260831_211335,33,388.00,6:28,23.9,7.00
260831_211335,34,403.00,6:43,130.2,15.00
260831_211335,35,408.00,6:48,12.1,5.00
260831_211335,36,418.00,6:58,71.3,10.00
260831_211335,37,440.00,7:20,150.7,22.00
260831_211335,38,441.00,7:21,150.7,1.00
260831_211335,39,444.00,7:24,104.5,3.00
260831_211335,40,454.00,7:34,9.1,10.00
260831_211335,41,457.00,7:37,65.3,3.00
260831_211335,42,482.00,8:02,76.6,25.00
260831_211335,43,494.00,8:14,4.1,12.00
260831_211335,44,496.00,8:16,69.8,2.00
260831_211335,45,497.00,8:17,179.1,1.00
260831_211335,46,503.00,8:23,196.8,6.00
260831_211335,47,524.00,8:44,135.2,21.00
260831_211335,48,536.00,8:56,74.8,12.00
260831_211335,49,550.00,9:10,136.3,14.00
260831_211335,50,552.00,9:12,17.6,2.00
260831_211335,51,556.00,9:16,8.4,4.00
260831_211335,52,576.00,9:36,63.6,20.00
260831_211335,53,601.00,10:01,245.1,25.00
260831_211335,54,602.00,10:02,163.5,1.00
260831_211335,55,604.00,10:04,27.9,2.00
260831_211335,56,607.00,10:07,153.0,3.00
260831_211335,57,614.00,10:14,66.6,7.00
260831_211335,58,616.00,10:16,77.3,2.00
260831_211335,59,655.00,10:55,66.5,39.00
260901_015200,1,67.82,1:07,122.6,
260901_015200,2,79.75,1:19,113.5,11.93
260901_015200,3,95.94,1:35,131.4,16.19
260901_015200,4,98.98,1:38,60.5,3.04
260901_015200,5,103.69,1:43,104.7,4.71
260901_015200,6,104.92,1:44,112.0,1.23
260901_015200,7,139.16,2:19,47.7,34.24
260901_015200,8,142.27,2:22,93.4,3.11
260901_015200,9,145.28,2:25,132.1,3.01
260901_015200,10,168.23,2:48,24.2,22.95
260901_015200,11,169.81,2:49,110.0,1.58
260901_015200,12,178.74,2:58,144.4,8.93
260901_015200,13,193.11,3:13,101.8,14.37
260901_015200,14,198.40,3:18,125.6,5.29
260901_015200,15,217.17,3:37,129.0,18.77
260901_015200,16,223.52,3:43,56.6,6.35
260901_015200,17,226.75,3:46,96.7,3.23
260901_015200,18,247.79,4:07,165.4,21.04
260901_015200,19,249.27,4:09,32.7,1.48
260901_015200,20,252.41,4:12,49.3,3.14
260901_015200,21,254.57,4:14,94.4,2.16
260901_015200,22,267.18,4:27,116.6,12.61
260901_015200,23,277.94,4:37,122.2,10.76
260901_015200,24,291.95,4:51,112.6,14.01
260901_015200,25,300.69,5:00,158.7,8.74
260901_015200,26,329.86,5:29,107.4,29.17
260901_015200,27,349.09,5:49,126.7,19.23
260901_015200,28,350.63,5:50,123.3,1.54
260901_015200,29,358.53,5:58,146.7,7.90
260901_015200,30,366.04,6:06,45.0,7.51
260901_015200,31,368.02,6:08,142.1,1.98
260901_015200,32,379.58,6:19,108.6,11.56
260901_015200,33,404.04,6:44,127.9,24.46
260901_015200,34,405.82,6:45,128.4,1.78
260901_015200,35,420.35,7:00,21.0,14.53
260901_015200,36,444.37,7:24,109.4,24.02
260901_015200,37,454.25,7:34,137.4,9.88
260901_015200,38,459.61,7:39,28.9,5.36
260901_015200,39,462.97,7:42,43.4,3.36
260901_015200,40,481.70,8:01,132.3,18.73
260901_015200,41,483.60,8:03,108.6,1.90
260901_015200,42,492.72,8:12,73.5,9.12
260901_015200,43,507.23,8:27,138.1,14.51
260901_015200,44,520.18,8:40,98.6,12.95
260901_015200,45,539.17,8:59,58.3,18.99
260901_015200,46,547.69,9:07,147.3,8.52
260901_015200,47,557.42,9:17,124.5,9.73
260901_015200,48,558.73,9:18,103.2,1.31
260901_015200,49,570.43,9:30,33.3,11.70
260901_015200,50,587.77,9:47,115.3,17.34
260901_015200,51,597.10,9:57,140.4,9.33
260901_015200,52,605.81,10:05,20.3,8.71
260901_015200,53,611.37,10:11,118.3,5.56
260901_015200,54,629.59,10:29,77.5,18.22
260901_015200,55,636.26,10:36,121.7,6.67
260901_015200,56,639.20,10:39,107.1,2.94
260901_082738,1,60.68,1:00,74.0,
260901_082738,2,64.66,1:04,80.3,3.98
260901_082738,3,70.66,1:10,104.8,6.00
260901_082738,4,89.04,1:29,204.5,18.38
260901_082738,5,112.27,1:52,142.2,23.23
260901_082738,6,123.45,2:03,80.6,11.18
260901_082738,7,148.16,2:28,241.3,24.71
260901_082738,8,154.12,2:34,106.7,5.96
260901_082738,9,159.22,2:39,41.5,5.10
260901_082738,10,172.52,2:52,24.7,13.30
260901_082738,11,182.53,3:02,38.6,10.01
260901_082738,12,185.85,3:05,20.2,3.32
260901_082738,13,196.11,3:16,126.2,10.26
260901_082738,14,203.87,3:23,306.4,7.76
260901_082738,15,212.40,3:32,58.7,8.53
260901_082738,16,232.16,3:52,82.1,19.76
260901_082738,17,237.67,3:57,169.5,5.51
260901_082738,18,247.96,4:07,108.4,10.29
260901_082738,19,263.10,4:23,182.4,15.14
260901_082738,20,278.88,4:38,131.9,15.78
260901_082738,21,289.86,4:49,28.6,10.98
260901_082738,22,295.20,4:55,70.3,5.34
260901_082738,23,319.44,5:19,194.9,24.24
260901_082738,24,320.90,5:20,127.5,1.46
260901_082738,25,341.69,5:41,57.4,20.79
260901_082738,26,363.76,6:03,111.4,22.07
260901_082738,27,378.30,6:18,281.5,14.54
260901_082738,28,406.56,6:46,141.4,28.26
260901_082738,29,412.91,6:52,20.6,6.35
260901_082738,30,435.46,7:15,220.7,22.55
260901_082738,31,449.26,7:29,109.2,13.80
260901_082738,32,451.92,7:31,81.2,2.66
260901_082738,33,491.85,8:11,142.6,39.93
260901_082738,34,494.06,8:14,215.5,2.21
260901_082738,35,527.18,8:47,54.4,33.12
260901_082738,36,533.96,8:53,125.8,6.78
260901_082738,37,541.90,9:01,135.9,7.94
260901_082738,38,552.01,9:12,158.4,10.11
260901_082738,39,563.14,9:23,73.6,11.13
260901_082738,40,576.00,9:36,99.1,12.86
260901_082738,41,589.47,9:49,22.1,13.47
260901_082738,42,610.00,10:10,234.4,20.53
260901_082738,43,618.30,10:18,110.0,8.30
260901_082738,44,625.93,10:25,48.8,7.63
260901_145409,1,63.21,1:03,88.4,
260901_145409,2,71.90,1:11,53.4,8.69
260901_145409,3,75.37,1:15,212.0,3.47
260901_145409,4,104.00,1:44,148.0,28.63
260901_145409,5,108.05,1:48,67.0,4.05
260901_145409,6,142.57,2:22,97.9,34.52
260901_145409,7,152.84,2:32,72.8,10.27
260901_145409,8,157.66,2:37,93.5,4.82
260901_145409,9,170.87,2:50,30.7,13.21
260901_145409,10,184.57,3:04,218.3,13.70
260901_145409,11,197.35,3:17,65.8,12.78
260901_145409,12,214.65,3:34,79.3,17.30
260901_145409,13,217.67,3:37,91.0,3.02
260901_145409,14,241.38,4:01,55.3,23.71
260901_145409,15,250.61,4:10,54.3,9.23
260901_145409,16,275.32,4:35,92.3,24.71
260901_145409,17,276.56,4:36,28.0,1.24
260901_145409,18,279.95,4:39,68.8,3.39
260901_145409,19,283.69,4:43,118.3,3.74
260901_145409,20,286.08,4:46,53.8,2.39
260901_145409,21,289.65,4:49,20.6,3.57
260901_145409,22,297.30,4:57,281.4,7.65
260901_145409,23,330.85,5:30,67.7,33.55
260901_145409,24,353.88,5:53,130.7,23.03
260901_145409,25,364.15,6:04,185.8,10.27
260901_145409,26,375.79,6:15,78.2,11.64
260901_145409,27,377.49,6:17,87.2,1.70
260901_145409,28,390.68,6:30,150.9,13.19
260901_145409,29,407.06,6:47,287.6,16.38
260901_145409,30,421.32,7:01,108.5,14.26
260901_145409,31,426.16,7:06,125.8,4.84
260901_145409,32,432.21,7:12,54.8,6.05
260901_145409,33,457.06,7:37,87.1,24.85
260901_145409,34,466.28,7:46,86.6,9.22
260901_145409,35,494.24,8:14,67.6,27.96
260901_145409,36,503.74,8:23,98.4,9.50
260901_145409,37,507.15,8:27,137.1,3.41
260901_145409,38,513.33,8:33,56.1,6.18
260901_145409,39,519.44,8:39,179.0,6.11
260901_145409,40,557.65,9:17,54.1,38.21
260901_145409,41,558.93,9:18,20.7,1.28
260901_145409,42,565.86,9:25,73.1,6.93
260901_145409,43,566.95,9:26,113.6,1.09
260901_145409,44,602.34,10:02,78.3,35.39
260901_145409,45,615.45,10:15,40.7,13.11
260901_145409,46,631.53,10:31,236.2,16.08
260901_145409,47,637.98,10:37,80.2,6.45
260901_145409,48,647.33,10:47,63.2,9.35
260902_001328,1,72.46,1:12,203.1,
260902_001328,2,74.07,1:14,222.3,1.61
260902_001328,3,97.99,1:37,43.7,23.92
260902_001328,4,118.60,1:58,191.0,20.61
260902_001328,5,140.77,2:20,212.1,22.17
260902_001328,6,150.87,2:30,150.0,10.10
260902_001328,7,163.12,2:43,200.0,12.25
260902_001328,8,164.24,2:44,333.3,1.12
260902_001328,9,202.76,3:22,26.9,38.52
260902_001328,10,213.10,3:33,217.0,10.34
260902_001328,11,236.04,3:56,155.7,22.94
260902_001328,12,262.09,4:22,293.0,26.05
260902_001328,13,282.87,4:42,327.9,20.78
260902_001328,14,303.12,5:03,40.4,20.25
260902_001328,15,309.93,5:09,226.9,6.81
260902_001328,16,332.69,5:32,218.1,22.76
260902_001328,17,354.04,5:54,296.7,21.35
260902_001328,18,363.72,6:03,95.9,9.68
260902_001328,19,399.14,6:39,283.3,35.42
260902_001328,20,404.50,6:44,214.7,5.36
260902_001328,21,429.71,7:09,179.1,25.21
260902_001328,22,442.74,7:22,336.6,13.03
260902_001328,23,487.28,8:07,394.4,44.54
260902_001328,24,501.01,8:21,47.9,13.73
260902_001328,25,520.86,8:40,254.3,19.85
260902_001328,26,529.48,8:49,164.7,8.62
260902_001328,27,533.58,8:53,320.0,4.10
260902_001328,28,560.96,9:20,34.9,27.38
260902_001328,29,578.45,9:38,114.9,17.49
260902_001328,30,583.08,9:43,295.7,4.63
260902_001328,31,610.72,10:10,90.1,27.64
260902_001328,32,615.76,10:15,242.9,5.04
260902_001328,33,630.59,10:30,363.4,14.83
260902_001328,34,647.96,10:47,223.0,17.37
260902_084659,1,75.24,1:15,65.8,
260902_084659,2,101.06,1:41,65.4,25.82
260902_084659,3,148.07,2:28,197.9,47.01
260902_084659,4,159.44,2:39,57.8,11.37
260902_084659,5,174.05,2:54,51.4,14.61
260902_084659,6,182.88,3:02,44.8,8.83
260902_084659,7,201.58,3:21,56.2,18.70
260902_084659,8,217.49,3:37,45.2,15.91
260902_084659,9,268.05,4:28,20.6,50.56
260902_084659,10,270.86,4:30,214.0,2.81
260902_084659,11,281.10,4:41,56.0,10.24
260902_084659,12,302.23,5:02,52.6,21.13
260902_084659,13,306.88,5:06,52.6,4.65
260902_084659,14,309.25,5:09,27.8,2.37
260902_084659,15,329.44,5:29,77.9,20.19
260902_084659,16,333.46,5:33,62.3,4.02
260902_084659,17,373.09,6:13,61.1,39.63
260902_084659,18,393.85,6:33,207.3,20.76
260902_084659,19,415.66,6:55,62.2,21.81
260902_084659,20,453.63,7:33,79.8,37.97
260902_084659,21,456.72,7:36,103.2,3.09
260902_084659,22,466.82,7:46,52.3,10.10
260902_084659,23,515.16,8:35,236.9,48.34
260902_084659,24,518.19,8:38,57.6,3.03
260902_084659,25,564.58,9:24,58.0,46.39
260902_084659,26,585.00,9:45,72.2,20.42
260902_084659,27,599.72,9:59,49.8,14.72
260902_084659,28,621.06,10:21,103.2,21.34
260902_084659,29,636.67,10:36,282.0,15.61
260902_123028,1,73.76,1:13,37.6,
260902_123028,2,75.42,1:15,53.1,1.66
260902_123028,3,96.71,1:36,23.4,21.29
260902_123028,4,116.60,1:56,36.6,19.89
260902_123028,5,125.11,2:05,22.0,8.51
260902_123028,6,130.22,2:10,51.2,5.11
260902_123028,7,177.28,2:57,60.1,47.06
260902_123028,8,215.04,3:35,26.7,37.76
260902_123028,9,218.90,3:38,40.0,3.86
260902_123028,10,228.56,3:48,67.8,9.66
260902_123028,11,241.44,4:01,40.3,12.88
260902_123028,12,279.74,4:39,51.7,38.30
260902_123028,13,324.74,5:24,21.4,45.00
260902_123028,14,332.17,5:32,64.5,7.43
260902_123028,15,364.22,6:04,36.3,32.05
260902_123028,16,366.07,6:06,44.1,1.85
260902_123028,17,383.96,6:23,45.7,17.89
260902_123028,18,429.09,7:09,71.3,45.13
260902_123028,19,450.15,7:30,23.4,21.06
260902_123028,20,476.91,7:56,53.7,26.76
260902_123028,21,492.22,8:12,41.5,15.31
260902_123028,22,510.04,8:30,37.3,17.82
260902_123028,23,530.94,8:50,60.8,20.90
260902_123028,24,567.55,9:27,45.6,36.61
260902_123028,25,581.94,9:41,58.0,14.39
260902_123028,26,618.40,10:18,38.3,36.46
260902_123028,27,630.69,10:30,56.5,12.29
260902_123028,28,655.55,10:55,44.5,24.86
260903_001600,1,71.05,1:11,157.4,
260903_001600,2,106.83,1:46,85.5,35.78
260903_001600,3,131.93,2:11,1326.6,25.10
260903_001600,4,164.32,2:44,79.9,32.39
260903_001600,5,172.23,2:52,239.6,7.91
260903_001600,6,224.76,3:44,147.1,52.53
260903_001600,7,226.17,3:46,76.3,1.41
260903_001600,8,251.77,4:11,42.2,25.60
260903_001600,9,282.73,4:42,76.5,30.96
260903_001600,10,295.10,4:55,232.3,12.37
260903_001600,11,306.20,5:06,87.5,11.10
260903_001600,12,338.08,5:38,89.6,31.88
260903_001600,13,383.95,6:23,121.3,45.87
260903_001600,14,394.73,6:34,105.5,10.78
260903_001600,15,420.15,7:00,193.1,25.42
260903_001600,16,456.40,7:36,69.2,36.25
260903_001600,17,500.84,8:20,71.4,44.44
260903_001600,18,520.84,8:40,87.0,20.00
260903_001600,19,543.54,9:03,185.1,22.70
260903_001600,20,550.58,9:10,115.3,7.04
260903_001600,21,566.28,9:26,66.9,15.70
260903_001600,22,573.82,9:33,92.7,7.54
260903_001600,23,627.40,10:27,41.8,53.58
260903_001600,24,636.20,10:36,80.1,8.80
260903_132217,1,82.10,1:22,74.9,
260903_132217,2,115.41,1:55,51.9,33.31
260903_132217,3,189.77,3:09,64.5,74.36
260903_132217,4,242.22,4:02,114.7,52.45
260903_132217,5,258.98,4:18,59.5,16.76
260903_132217,6,323.79,5:23,66.2,64.81
260903_132217,7,386.36,6:26,97.9,62.57
260903_132217,8,392.71,6:32,63.4,6.35
260903_132217,9,451.90,7:31,51.7,59.19
260903_132217,10,462.84,7:42,72.5,10.94
260903_132217,11,476.47,7:56,59.9,13.63
260903_132217,12,518.37,8:38,52.6,41.90
260903_132217,13,543.71,9:03,77.3,25.34
260903_132217,14,583.43,9:43,61.6,39.72
260903_132217,15,646.36,10:46,53.6,62.93
260904_000455,1,91.58,1:31,70.2,
260904_000455,2,170.52,2:50,49.2,78.94
260904_000455,3,206.56,3:26,25.9,36.04
260904_000455,4,270.49,4:30,111.0,63.93
260904_000455,5,312.20,5:12,51.7,41.71
260904_000455,6,469.29,7:49,48.6,157.09
260904_000455,7,555.49,9:15,89.6,86.20
260904_000455,8,600.54,10:00,96.8,45.05
260904_000455,9,641.76,10:41,60.2,41.22
